排名,项目名称,完整名称,作者,描述,语言,Stars,Forks,Issues,创建时间,更新时间,仓库链接,主页链接,许可证,大小(KB),是否Fork,是否已归档
68,chroma,chroma-core/chroma,chroma-core,the AI-native open-source embedding database,Rust,21331,1688,424,2022-10-05T17:58:44Z,2025-07-28T09:21:18Z,https://github.com/chroma-core/chroma,https://www.trychroma.com/,Apache License 2.0,773129,False,False
69,wezterm,wezterm/wezterm,wezterm,A GPU-accelerated cross-platform terminal emulator and multiplexer written by @wez and implemented in Rust,Rust,21194,965,1334,2018-02-07T05:35:46Z,2025-07-28T09:55:37Z,https://github.com/wezterm/wezterm,https://wezterm.org/,Other,309452,False,False
70,coreutils,uutils/coreutils,uutils,Cross-platform Rust rewrite of the GNU coreutils,Rust,20937,1517,412,2013-08-02T16:22:56Z,2025-07-28T09:25:15Z,https://github.com/uutils/coreutils,https://uutils.github.io/,MIT License,29708,False,False
71,sonic,valeriansaliou/sonic,valeriansaliou,"🦔 Fast, lightweight & schema-less search backend. An alternative to Elasticsearch that runs on a few MBs of RAM.",Rust,20900,602,73,2019-02-26T13:16:58Z,2025-07-27T15:13:44Z,https://github.com/valeriansaliou/sonic,https://crates.io/crates/sonic-server,Mozilla Public License 2.0,2601,False,False
72,RustPython,RustPython/RustPython,RustPython,A Python Interpreter written in Rust,Rust,20325,1331,422,2018-05-28T19:27:01Z,2025-07-28T09:06:20Z,https://github.com/RustPython/RustPython,https://rustpython.github.io,MIT License,72776,False,False
73,biome,biomejs/biome,biomejs,"A toolchain for web projects, aimed to provide functionalities to maintain them. Biome offers formatter and linter, usable via CLI and LSP.",Rust,20300,653,313,2023-07-27T20:30:22Z,2025-07-28T08:46:23Z,https://github.com/biomejs/biome,https://biomejs.dev,Apache License 2.0,222581,False,False
74,gitui,gitui-org/gitui,gitui-org,Blazing 💥 fast terminal-ui for git written in rust 🦀,Rust,20243,632,239,2020-03-16T14:38:01Z,2025-07-28T07:31:32Z,https://github.com/gitui-org/gitui,,MIT License,65039,False,False
75,Graphite,GraphiteEditor/Graphite,GraphiteEditor,"An open source graphics editor for 2025: comprehensive 2D content creation tool suite for graphic design, digital art, and interactive real-time motion graphics — featuring node-based procedural editing",Rust,20115,828,345,2020-04-26T07:29:29Z,2025-07-28T10:02:31Z,https://github.com/GraphiteEditor/Graphite,https://graphite.rs,Apache License 2.0,41057,False,False
76,mdBook,rust-lang/mdBook,rust-lang,Create book from markdown files. Like Gitbook but implemented in Rust,Rust,20062,1750,637,2015-07-07T00:57:25Z,2025-07-28T09:47:22Z,https://github.com/rust-lang/mdBook,https://rust-lang.github.io/mdBook/,Mozilla Public License 2.0,6699,False,False
77,vector,vectordotdev/vector,vectordotdev,A high-performance observability data pipeline.,Rust,20019,1806,2053,2018-08-27T16:57:34Z,2025-07-28T07:39:54Z,https://github.com/vectordotdev/vector,https://vector.dev,Mozilla Public License 2.0,123761,False,False
78,slint,slint-ui/slint,slint-ui,"Slint is an open-source declarative GUI toolkit to build native user interfaces for Rust, C++, JavaScript, or Python apps.",Rust,19938,713,777,2020-05-04T08:53:03Z,2025-07-28T09:50:00Z,https://github.com/slint-ui/slint,https://slint.dev,Other,51397,False,False
